id_a,id_b,cosine_similarity,title_norm_a,title_a,title_norm_b,title_b
45810,87204,1.0,la tabla de flandes,La tabla de Flandes,la tabla de flandes,La tabla de Flandes
71416,87244,0.9999999999999997,el club dumas,El club Dumas,el club dumas,El club Dumas
83344,87271,1.0,alice s adventures in wonderland,Alice's adventures in Wonderland,alice s adventures in wonderland,Alice's Adventures in Wonderland
13232,87271,1.0,alice s adventures in wonderland,Alice's Adventures in Wonderland,alice s adventures in wonderland,Alice's Adventures in Wonderland
87438,87444,0.857885440010453,isaiah berlin,Isaiah Berlin,isaiah berlin a life,Isaiah Berlin: A Life
87491,87499,0.9767607823653967,alfred s basic adult piano course lesson book bk 1,"Alfred's Basic Adult Piano Course Lesson Book, Bk 1",alfred s basic adult piano course lesson book bk 3,"Alfred's Basic Adult Piano Course Lesson Book, Bk 3"
87491,87493,0.9614194613666329,alfred s basic adult piano course lesson book bk 1,"Alfred's Basic Adult Piano Course Lesson Book, Bk 1",alfred s basic adult piano course lesson book bk 2,"Alfred's Basic Adult Piano Course Lesson Book, Bk 2"
87493,87499,0.9739217083057867,alfred s basic adult piano course lesson book bk 2,"Alfred's Basic Adult Piano Course Lesson Book, Bk 2",alfred s basic adult piano course lesson book bk 3,"Alfred's Basic Adult Piano Course Lesson Book, Bk 3"
87494,87495,0.9710820372898865,alfred s basic piano library lesson book bk 1a,"Alfred's Basic Piano Library Lesson Book, Bk 1a",alfred s basic piano library lesson book bk 1b,"Alfred's Basic Piano Library Lesson Book, Bk 1b"
87494,87497,0.9276345450325477,alfred s basic piano library lesson book bk 1a,"Alfred's Basic Piano Library Lesson Book, Bk 1a",alfred s basic piano library lesson book bk 2,"Alfred's Basic Piano Library Lesson Book, Bk 2"
87495,87497,0.9552586799168971,alfred s basic piano library lesson book bk 1b,"Alfred's Basic Piano Library Lesson Book, Bk 1b",alfred s basic piano library lesson book bk 2,"Alfred's Basic Piano Library Lesson Book, Bk 2"
77806,87502,1.0,abandonment to divine providence,Abandonment to Divine Providence,abandonment to divine providence,Abandonment To Divine Providence
87510,87512,0.9494916765159346,more wise men of helm and their merry tales,More Wise Men of Helm and Their Merry Tales,the wise men of helm and their merry tales,The Wise Men of Helm and Their Merry Tales
15079,87552,1.0,alfred hitchcock,Alfred Hitchcock,alfred hitchcock,Alfred Hitchcock
46450,87566,1.0,state of siege,State of Siege,state of siege,State of Siege
87602,87635,0.8675529648618298,confessions of an english opium eater other writings,Confessions of an English Opium-Eater & Other Writings,confessions of an english opium eater,Confessions of an English Opium Eater
27149,87659,1.0,economics,Economics,economics,Economics
14940,87679,1.0,who s afraid of virginia woolf,Who's Afraid of Virginia Woolf?,who s afraid of virginia woolf,Who's Afraid of Virginia Woolf?
87712,87723,0.8807934901109996,the forsyte saga,The Forsyte Saga,the forsyte saga v1,"The Forsyte Saga, V1"
87730,87731,0.980156507669932,henry james daisy miller washington square portrait of a lady the bostonians the aspern papers,Henry James: Daisy Miller *  Washington Square * Portrait of a Lady * The Bostonians * The Aspern Papers,henry james daisy miller washington square the portrait of a lady the bostonians the aspern papers,Henry James: Daisy Miller *  Washington Square * The Portrait of a Lady * The Bostonians * The Aspern Papers
5776,87750,1.0,choke,Choke,choke,Choke
4531,87753,0.9999999999999999,olivia joules and the overactive imagination,Olivia Joules and the Overactive Imagination,olivia joules and the overactive imagination,Olivia Joules And The Overactive Imagination
83998,87808,0.9999999999999999,the picture of dorian gray,The Picture of Dorian Gray,the picture of dorian gray,The Picture of Dorian Gray
5297,87808,0.9999999999999999,the picture of dorian gray,The Picture of Dorian Gray,the picture of dorian gray,The Picture of Dorian Gray
1362,87824,1.0,the histories,The Histories,the histories,The Histories
16016,87958,1.0,dark paradise,Dark Paradise,dark paradise,Dark Paradise
84852,87959,1.0,still waters,Still Waters,still waters,Still Waters
78167,87962,1.0,the chamber,The Chamber,the chamber,The Chamber
76984,87977,1.0,while the clock ticked hardy boys 11,"While the Clock Ticked (Hardy Boys, #11)",while the clock ticked hardy boys 11,"While the Clock Ticked (Hardy Boys, #11)"
76937,87981,1.0,the disappearing floor hardy boys 19,"The Disappearing Floor (Hardy Boys, #19)",the disappearing floor hardy boys 19,"The Disappearing Floor (Hardy Boys, #19)"
84909,87992,1.0,lucky girls,Lucky Girls,lucky girls,Lucky Girls
41709,87996,1.0,serpent numa files 1,"Serpent (NUMA Files, #1)",serpent numa files 1,Serpent (NUMA Files #1)
11449,88039,1.0,cathedral,Cathedral,cathedral,Cathedral
88073,88074,0.9621600418652083,uncle john s presents book of the dumb,Uncle John's Presents: Book of the Dumb,uncle john s presents book of the dumb 2,Uncle John's Presents Book of the Dumb 2
88157,88167,0.8800766432902819,helmut newton work,Helmut Newton Work,helmut newton,Helmut Newton
36404,88160,1.0,autobiography,Autobiography,autobiography,Autobiography
24776,88188,1.0,philip pullman master storyteller a guide to the worlds of his dark materials,"Philip Pullman, Master Storyteller: A Guide to the Worlds of His Dark Materials",philip pullman master storyteller a guide to the worlds of his dark materials,"Philip Pullman, Master Storyteller: A Guide to the Worlds of His Dark Materials"
64559,88189,1.0,the firework maker s daughter,The Firework-Maker's Daughter,the firework maker s daughter,The Firework-Maker's Daughter
24777,88198,1.0,count karlstein,Count Karlstein,count karlstein,Count Karlstein
88244,92284,0.9999999999999999,one flew over the cuckoo s nest,One Flew over the Cuckoo's Nest,one flew over the cuckoo s nest,One Flew Over the Cuckoo's Nest
28768,88317,1.0,eden,Eden,eden,Eden
76581,88501,1.0,oblomov,Oblomov,oblomov,Oblomov
10210,88990,1.0,jane eyre,Jane Eyre,jane eyre,Jane Eyre
76792,88990,1.0,jane eyre,Jane Eyre,jane eyre,Jane Eyre
37034,89020,1.0,the woman in black,The Woman in Black,the woman in black,The Woman In Black
89024,89025,0.9999999999999997,comfort me with apples,Comfort Me With Apples,comfort me with apples,Comfort Me with Apples
23975,89048,1.0,imaginary friends,Imaginary Friends,imaginary friends,Imaginary Friends
7628,89071,1.0,the good soldier,The Good Soldier,the good soldier,The Good Soldier
89131,95892,0.8883620154104334,water dog revolutionary rapid training method,Water Dog: Revolutionary Rapid Training Method,gun dog revolutionary rapid training method,Gun Dog: Revolutionary Rapid Training Method
2506,89207,1.0,selected stories,Selected Stories,selected stories,Selected Stories
80986,89220,1.0,the complete poems,The Complete Poems,the complete poems,The Complete Poems
13223,89220,1.0,the complete poems,The Complete Poems,the complete poems,The Complete Poems
89299,89304,0.8924208911587073,personal recollections of joan of arc,Personal Recollections of Joan of Arc,personal recollections of joan of arc complete,Personal Recollections of Joan of Arc (Complete)
16875,89395,1.0,resistance,Resistance,resistance,Resistance
18487,89476,1.0,frankenstein,Frankenstein,frankenstein,Frankenstein
89516,89518,0.8804051144216809,public and private families a reader,Public and Private Families: A Reader,public and private families,Public and Private Families
12658,89609,1.0,hawaii,Hawaii,hawaii,Hawaii
89646,89649,0.9808021192202301,the kurosagi corpse delivery service volume 1,"The Kurosagi Corpse Delivery Service, Volume 1",the kurosagi corpse delivery service volume 2,"The Kurosagi Corpse Delivery Service, Volume 2"
89646,89665,0.9779980387342809,the kurosagi corpse delivery service volume 1,"The Kurosagi Corpse Delivery Service, Volume 1",the kurosagi corpse delivery service volume 3,"The Kurosagi Corpse Delivery Service, Volume 3"
89649,89665,0.9766170550663212,the kurosagi corpse delivery service volume 2,"The Kurosagi Corpse Delivery Service, Volume 2",the kurosagi corpse delivery service volume 3,"The Kurosagi Corpse Delivery Service, Volume 3"
89723,89725,1.0,the lottery and other stories,The Lottery and Other Stories,the lottery and other stories,The Lottery: and Other Stories
16103,89753,1.0,naked,Naked,naked,Naked
89763,89766,0.8718086345599826,esperanza rising,Esperanza Rising,esperanza renace esperanza rising,Esperanza Renace (Esperanza Rising)
85908,89896,1.0,marketing,Marketing,marketing,Marketing
89969,89970,0.9999999999999999,getting everything you can out of all you ve got 21 ways you can out think out perform and out earn the competition,"Getting Everything You Can Out of All You've Got: 21 Ways You Can Out-Think, Out-Perform, and Out-Earn the Competition",getting everything you can out of all you ve got 21 ways you can out think out perform and out earn the competition,"Getting Everything You Can Out of All You've Got: 21 Ways You Can Out-Think, Out-Perform and Out-Earn the Competition"
90005,90008,0.9744998551926011,the complete hammer s slammers volume 2,The Complete Hammer's Slammers Volume 2,the complete hammer s slammers volume 1,The Complete Hammer's Slammers Volume 1
90049,98945,0.9153059883806708,the collected poems,The Collected Poems,collected poems,Collected Poems
90076,99322,0.9471237999010231,the selected political writings,The Selected Political Writings,selected political writings,Selected Political Writings
48800,90153,1.0,the third man,The Third Man,the third man,The Third Man
90159,90161,0.9427312834896293,riders of the purple sage riders of the purple sage 1,"Riders of the Purple Sage (Riders of the Purple Sage, #1)",riders of the purple sage,Riders of the Purple Sage
90159,90163,0.9282722644597831,riders of the purple sage riders of the purple sage 1,"Riders of the Purple Sage (Riders of the Purple Sage, #1)",the riders of the purple sage,The Riders of the Purple Sage
90159,90160,1.0,riders of the purple sage riders of the purple sage 1,"Riders of the Purple Sage (Riders of the Purple Sage, #1)",riders of the purple sage riders of the purple sage 1,Riders of the Purple Sage (Riders of the Purple Sage #1)
90160,90161,0.9427312834896293,riders of the purple sage riders of the purple sage 1,Riders of the Purple Sage (Riders of the Purple Sage #1),riders of the purple sage,Riders of the Purple Sage
90160,90163,0.9282722644597831,riders of the purple sage riders of the purple sage 1,Riders of the Purple Sage (Riders of the Purple Sage #1),the riders of the purple sage,The Riders of the Purple Sage
90161,90163,0.9302046109029646,riders of the purple sage,Riders of the Purple Sage,the riders of the purple sage,The Riders of the Purple Sage
90176,90183,1.0,the battle with the slum,The Battle with the Slum,the battle with the slum,The battle with the slum
37828,90231,1.0,winston churchill,Winston Churchill,winston churchill,Winston Churchill
90311,90312,0.9031144454692663,collected short stories volume 3 collected short stories of w somerset maugham 3,"Collected Short Stories: Volume 3 (Collected Short Stories of W. Somerset Maugham, #3)",collected short stories volume 2 collected short stories of w somerset maugham 2,"Collected Short Stories: Volume 2 (Collected Short Stories of W. Somerset Maugham, #2)"
58532,90414,1.0,el caballero del jubon amarillo las aventuras del capitan alatriste 5,"El caballero del jubón amarillo (Las aventuras del capitán Alatriste, #5)",el caballero del jubon amarillo las aventuras del capitan alatriste 5,"El caballero del jubón amarillo (Las aventuras del capitán Alatriste, #5)"
49198,90468,1.0,first in his class a biography of bill clinton,First in His Class: A Biography of Bill Clinton,first in his class a biography of bill clinton,First in His Class: A Biography Of Bill Clinton
90493,90495,0.8686682410857248,ford madox ford selected poems,Ford Madox Ford: Selected Poems,selected poems ford madox ford,Selected Poems: Ford Madox Ford
19511,90803,1.0,essay on the freedom of the will,Essay on the Freedom of the Will,essay on the freedom of the will,Essay on the Freedom of the Will
90821,90822,1.0,abraham lincoln the prairie years and the war years,Abraham Lincoln: The Prairie Years and The War Years,abraham lincoln the prairie years and the war years,Abraham Lincoln: The Prairie Years and the War Years
42076,90886,1.0,the man in the gray flannel suit,The Man in the Gray Flannel Suit,the man in the gray flannel suit,The Man in the Gray Flannel Suit
91028,91037,0.861796678459437,western civilization the continuing experiment to 1715,Western Civilization: The Continuing Experiment to 1715,western civilization the continuing experiment to 1500,Western Civilization: The Continuing Experiment to 1500
91082,91083,0.968185217232464,the puppet masters spies traitors the real forces behind world events,"The Puppet Masters: Spies, Traitors & the Real Forces Behind World Events",the puppet masters spies traitors and the real forces behind world events,"The Puppet Masters: Spies, Traitors and the Real Forces Behind World Events"
91244,91256,0.8802721224596741,beezus and ramona ramona 1,"Beezus and Ramona (Ramona, #1)",beezus and ramona ramona and her father ramona 1 4,"Beezus and Ramona & Ramona and Her Father (Ramona, #1, #4)"
91328,91329,0.9511418142799869,customizing autocad 2006,Customizing AutoCAD 2006,customizing autocad 2007,Customizing AutoCAD 2007
36112,91420,1.0,george washington,George Washington,george washington,George Washington
91471,91472,0.9667857874197798,stormwatch team achilles vol 1,"Stormwatch: Team Achilles, Vol. 1",stormwatch team achilles vol 2,"Stormwatch: Team Achilles, Vol. 2"
91483,91484,0.9999999999999999,the torment of others tony hill carol jordan 4,"The Torment of Others (Tony Hill & Carol Jordan, #4)",the torment of others tony hill carol jordan 4,"The Torment Of Others (Tony Hill & Carol Jordan, #4)"
54778,91561,1.0,down and out in paris and london,Down and Out in Paris and London,down and out in paris and london,Down and Out in Paris and London
9512,91564,1.0,measure for measure,Measure for Measure,measure for measure,Measure for Measure
91583,91587,0.9035333790489055,narrative of the life of frederick douglass an american slave and essays,"Narrative of the Life of Frederick Douglass, An American Slave and Essays",the narrative of the life of frederick douglass an american slave,"The Narrative of the Life of Frederick Douglass, An American Slave"
28296,91655,1.0,w or the memory of childhood,"W, or the Memory of Childhood",w or the memory of childhood,W or The Memory of Childhood
91670,91671,0.9763052103381074,the photobook a history volume ii,The Photobook: A History - Volume II,the photobook a history volume i,The Photobook: A History - Volume I
1984,91678,1.0,bleak house,Bleak House,bleak house,Bleak House
76921,91678,1.0,bleak house,Bleak House,bleak house,Bleak House
7052,91701,1.0,blue shoes and happiness no 1 ladies detective agency 7,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",blue shoes and happiness no 1 ladies detective agency 7,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)"
28184,91701,1.0,blue shoes and happiness no 1 ladies detective agency 7,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),blue shoes and happiness no 1 ladies detective agency 7,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)"
91796,91797,0.9582388186984131,the history of torture execution from early civilization through medieval times to the present,The History of Torture & Execution: From Early Civilization Through Medieval Times to the Present,the history of torture and execution from early civilization through medieval times to the present,The History of Torture and Execution: From Early Civilization through Medieval Times to the Present
76782,91884,1.0,the october country,The October Country,the october country,The October Country
76782,91884,1.0,the october country,The October Country,the october country,The October Country
63524,91886,1.0,city,City,city,City
78,91932,1.0,annals of the former world,Annals of the Former World,annals of the former world,Annals of the Former World
456,91953,1.0,leviathan,Leviathan,leviathan,Leviathan
13504,91973,1.0,a clash of kings a song of ice and fire 2,"A Clash of Kings (A Song of Ice and Fire, #2)",a clash of kings a song of ice and fire 2,"A Clash of Kings (A Song of Ice and Fire, #2)"
10572,91973,1.0,a clash of kings a song of ice and fire 2,"A Clash of Kings  (A Song of Ice and Fire, #2)",a clash of kings a song of ice and fire 2,"A Clash of Kings (A Song of Ice and Fire, #2)"
34462,92009,1.0,naomi,Naomi,naomi,Naomi
7329,92034,1.0,unfinished tales of numenor and middle earth,Unfinished Tales of Númenor and Middle-Earth,unfinished tales of numenor and middle earth,Unfinished Tales of Númenor and Middle-earth
77674,92034,1.0,unfinished tales of numenor and middle earth,Unfinished Tales of Númenor and Middle-earth,unfinished tales of numenor and middle earth,Unfinished Tales of Númenor and Middle-earth
32703,92099,1.0,the diary of ellen rimbauer my life at rose red,The Diary of Ellen Rimbauer: My Life at Rose Red,the diary of ellen rimbauer my life at rose red,The Diary of Ellen Rimbauer: My Life at Rose Red
242,92152,1.0,the owl and the pussycat,The Owl and the Pussycat,the owl and the pussycat,The Owl and the Pussycat
23966,92192,1.0,filth,Filth,filth,Filth
92232,92233,0.8769919537518575,the scapegoat,The Scapegoat,scapegoat,Scapegoat
46945,92279,1.0,requiem for a dream,Requiem for a Dream,requiem for a dream,Requiem for a Dream
5065,92367,1.0,whiteout,Whiteout,whiteout,Whiteout
51595,92407,1.0,guide,Guide,guide,Guide
92417,92421,0.9143802569775102,the thin red line,The Thin Red Line,thin red line,Thin Red Line
46126,92487,1.0,prague,Prague,prague,Prague
21828,92564,1.0,the protector,The Protector,the protector,The Protector
13657,92602,1.0,changing planes,Changing Planes,changing planes,Changing Planes
31196,92667,1.0,the razor s edge,The Razor's Edge,the razor s edge,The Razor's Edge
12149,92721,1.0,tales from watership down,Tales from Watership Down,tales from watership down,Tales from Watership Down
24784,92744,1.0,the black cauldron the chronicles of prydain 2,"The Black Cauldron (The Chronicles of Prydain, #2)",the black cauldron the chronicles of prydain 2,The Black Cauldron (The Chronicles of Prydain #2)
92749,92752,0.8644083657542679,shoeless joe black betsy,Shoeless Joe  Black Betsy,shoeless joe and black betsy,Shoeless Joe and Black Betsy
77359,92755,1.0,the riddle master of hed riddle master 1,"The Riddle-Master of Hed (Riddle-Master, #1)",the riddle master of hed riddle master 1,"The Riddle-Master of Hed (Riddle-Master, #1)"
27297,92800,1.0,the analects,The Analects,the analects,The Analects
51392,92817,1.0,happy to be nappy,Happy to Be Nappy,happy to be nappy,Happy to Be Nappy
46125,92828,1.0,china,China,china,China
14704,92852,1.0,faust,Faust,faust,Faust
92863,92864,0.9654756755944843,reconstructing the dreamland the tulsa race riot of 1921 race reparations and reconciliation,"Reconstructing the Dreamland: The Tulsa Race Riot of 1921, Race Reparations, and Reconciliation",reconstructing the dreamland the tulsa riot of 1921 race reparations and reconciliation,"Reconstructing the Dreamland: The Tulsa Riot of 1921: Race, Reparations, and Reconciliation"
28472,92909,1.0,dragons of the dwarven depths dragonlance the lost chronicles 1,"Dragons of the Dwarven Depths (Dragonlance: The Lost Chronicles, #1)",dragons of the dwarven depths dragonlance the lost chronicles 1,"Dragons of the Dwarven Depths (Dragonlance: The Lost Chronicles, #1)"
92936,92939,0.9209369540853345,red azalea,Red Azalea,the red azalea,The Red Azalea
92945,92948,0.887016270144319,tuff stuff standard catalog of football cards,Tuff Stuff Standard Catalog of Football Cards,tuff stuff 2005 standard catalog of football cards,Tuff Stuff 2005 Standard Catalog of Football Cards
92945,92946,0.8502835470781157,tuff stuff standard catalog of football cards,Tuff Stuff Standard Catalog of Football Cards,tuff stuff standard catalog of basketball cards,Tuff Stuff Standard Catalog of Basketball Cards
92969,92971,1.0,lady sings the blues,Lady Sings the Blues,lady sings the blues,Lady Sings The Blues
93015,93019,0.8814116279875477,the little women,The Little Women,little women,Little Women
1934,93019,1.0,little women,Little Women,little women,Little Women
93100,93103,0.8578811238135555,the arabian nights ii sindbad and other popular stories,The Arabian Nights II: Sindbad and Other Popular Stories,the arabian nights ii sindbad and other popular stories everyman s library,The Arabian Nights II: Sindbad and Other Popular Stories (Everyman's Library)
93125,93126,0.9177130205366028,memoirs of the reign of king george iii the yale edition of horace walpole s memoirs,Memoirs of the Reign of King George III: The Yale Edition of Horace Walpole`s Memoirs,memoirs of king george ii the yale edition of horace walpole s memoirs,Memoirs of King George II: The Yale Edition of Horace Walpole's Memoirs
50395,93191,1.0,northanger abbey,Northanger Abbey,northanger abbey,Northanger Abbey
24526,93201,0.9999999999999999,blue at the mizzen aubrey maturin 20,Blue at the Mizzen (Aubrey & Maturin #20),blue at the mizzen aubrey maturin 20,"Blue at the Mizzen (Aubrey/Maturin, #20)"
77434,93204,1.0,the yellow admiral aubrey maturin 18,"The Yellow Admiral (Aubrey/Maturin, #18)",the yellow admiral aubrey maturin 18,The Yellow Admiral (Aubrey & Maturin #18)
17766,93206,1.0,master and commander aubrey maturin book 1,Master and Commander (Aubrey/Maturin Book 1),master and commander aubrey maturin book 1,Master and Commander (Aubrey/Maturin Book 1)
93273,93283,0.8527549969448323,king arthur and his knights of the round table,King Arthur and His Knights of the Round Table,king arthur and the knights of the round table,King Arthur and the Knights of the Round Table
93275,93285,0.8650301353648753,the story of king arthur and his knights,The Story of King Arthur and His Knights,king arthur and his knights,King Arthur and His Knights
57447,93300,1.0,le morte d arthur,Le Morte d'Arthur,le morte d arthur,Le Morte D'Arthur
3835,93304,1.0,don quixote,Don Quixote,don quixote,Don Quixote
16992,93338,1.0,kingdom come,Kingdom Come,kingdom come,Kingdom Come
93370,93371,0.8922510177618546,akira vol 2,"Akira, Vol. 2",akira vol 1,"Akira, Vol. 1"
93370,93372,0.8758775251157259,akira vol 2,"Akira, Vol. 2",akira vol 3,"Akira, Vol. 3"
93370,93374,0.870098564269297,akira vol 2,"Akira, Vol. 2",akira vol 4,"Akira, Vol. 4"
93370,93376,0.8673825946597125,akira vol 2,"Akira, Vol. 2",akira vol 5,"Akira, Vol. 5"
93371,93372,0.8862938180999475,akira vol 1,"Akira, Vol. 1",akira vol 3,"Akira, Vol. 3"
93371,93374,0.8804461314926733,akira vol 1,"Akira, Vol. 1",akira vol 4,"Akira, Vol. 4"
93371,93376,0.8776978624640734,akira vol 1,"Akira, Vol. 1",akira vol 5,"Akira, Vol. 5"
93372,93374,0.8642892675918968,akira vol 3,"Akira, Vol. 3",akira vol 4,"Akira, Vol. 4"
93372,93376,0.8615914314144044,akira vol 3,"Akira, Vol. 3",akira vol 5,"Akira, Vol. 5"
93374,93376,0.8559067289246304,akira vol 4,"Akira, Vol. 4",akira vol 5,"Akira, Vol. 5"
93371,93375,0.8704702007644166,akira vol 1,"Akira, Vol. 1",akira vol 6,"Akira, Vol. 6"
93370,93375,0.8602398770726251,akira vol 2,"Akira, Vol. 2",akira vol 6,"Akira, Vol. 6"
93372,93375,0.8544964028676745,akira vol 3,"Akira, Vol. 3",akira vol 6,"Akira, Vol. 6"
20287,93437,1.0,hellstrom s hive,Hellstrom's Hive,hellstrom s hive,Hellstrom's Hive
11499,93520,0.9999999999999998,the promise,The Promise,the promise,The Promise
39396,93839,1.0,the key,The Key,the key,The Key
93925,93927,1.0,pnin,Pnin,pnin,Pnin.
15221,93936,1.0,the lord of the rings the two towers visual companion,The Lord of the Rings: The Two Towers: Visual Companion,the lord of the rings the two towers visual companion,The Lord Of The Rings: The Two Towers - Visual Companion
30573,94012,1.0,philosophic classics from plato to derrida,Philosophic Classics: From Plato to Derrida,philosophic classics from plato to derrida,Philosophic Classics: From Plato to Derrida
94224,94231,0.8590081202857108,her perfect match,Her Perfect Match,a perfect match,A Perfect Match
94337,94417,0.8839612696051178,mind hunter inside the fbi s elite serial crime unit,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,mindhunter inside the fbi s elite serial crime unit,Mindhunter: Inside the FBI's Elite Serial Crime Unit
32929,94557,1.0,goodnight moon,Goodnight Moon,goodnight moon,Goodnight Moon
12022,94568,1.0,a song of stone,A Song Of Stone,a song of stone,A Song of Stone
94593,94602,0.9460725295892747,demonology and devil lore part 1,Demonology and Devil Lore Part 1,demonology and devil lore part 2,Demonology and Devil Lore Part 2
15384,94613,1.0,garden state,Garden State,garden state,Garden State.
94596,94644,0.9999999999999997,brecht a biography,Brecht: A Biography,brecht a biography,"Brecht, A Biography"
18004,94764,1.0,the drawing of the three the dark tower 2,The Drawing of the Three (The Dark Tower #2),the drawing of the three the dark tower 2,"The Drawing of the Three (The Dark Tower, #2)"
5094,94764,1.0,the drawing of the three the dark tower 2,"The Drawing of the Three (The Dark Tower, #2)",the drawing of the three the dark tower 2,"The Drawing of the Three (The Dark Tower, #2)"
34080,94768,1.0,the waste land,The Waste Land,the waste land,The Waste Land
9789,94816,1.0,a walk in the woods rediscovering america on the appalachian trail,A Walk in the Woods: Rediscovering America on the Appalachian Trail,a walk in the woods rediscovering america on the appalachian trail,A Walk in the Woods:  Rediscovering America on the Appalachian Trail
94861,94862,0.8972578992030806,the art of the pre raphaelites,The Art of the Pre-Raphaelites,the pre raphaelites,The Pre-Raphaelites
94862,94865,0.9068947581429135,the pre raphaelites,The Pre-Raphaelites,reading the pre raphaelites,Reading the Pre-Raphaelites
94891,94898,1.0,st petersburg,St. Petersburg,st petersburg,St Petersburg
11766,95073,1.0,love lies bleeding,Love-Lies-Bleeding,love lies bleeding,Love-Lies-Bleeding
95096,95097,1.0,maybe the moon,Maybe The Moon,maybe the moon,Maybe the Moon
95105,95110,0.8753516121664616,oldest living confederate widow tells all,Oldest Living Confederate Widow Tells All,oldest confederate widow tells all,Oldest Confederate Widow Tells All
95135,95140,0.9342368941430447,green building project planning cost estimating,Green Building: Project Planning & Cost Estimating,green building project planning and cost estimating,Green Building: Project Planning and Cost Estimating
23034,95289,1.0,lucky jim,Lucky Jim,lucky jim,Lucky Jim
2373,95326,1.0,the bone collector lincoln rhyme 1,"The Bone Collector (Lincoln Rhyme, #1)",the bone collector lincoln rhyme 1,"The Bone Collector (Lincoln Rhyme, #1)"
95338,95339,1.0,el conde de montecristo,El conde de Montecristo,el conde de montecristo,El Conde de Montecristo
7086,95625,1.0,blade runner,Blade Runner,blade runner,Blade Runner
8130,95697,1.0,anne of green gables,Anne of Green Gables,anne of green gables,Anne of Green Gables
8144,95697,0.8507822361143286,anne of green gables anne of avonlea anne of green gables 1 2,"Anne of Green Gables / Anne of Avonlea (Anne of Green Gables, #1-2)",anne of green gables,Anne of Green Gables
9389,95708,0.9999999999999989,the now habit a strategic program for overcoming procrastination and enjoying guilt free play,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,the now habit a strategic program for overcoming procrastination and enjoying guilt free play,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play
95722,95723,1.0,la hojarasca,La hojarasca,la hojarasca,La Hojarasca
18828,95763,1.0,the rachel papers,The Rachel Papers,the rachel papers,The Rachel Papers
95857,97089,0.8880267370784267,magic city,Magic City,the magic city,The Magic City
44997,95863,0.8755711208864765,the best american poetry 2006,The Best American Poetry 2006,the best american poetry 2003 best american poetry,The Best American Poetry 2003 (Best American Poetry)
69543,95863,0.8754890943766818,the best american poetry 2007,The Best American Poetry 2007,the best american poetry 2003 best american poetry,The Best American Poetry 2003 (Best American Poetry)
53596,96021,1.0,doctor sleep,Doctor Sleep,doctor sleep,Doctor Sleep
96046,96047,1.0,the farming of bones,The Farming Of Bones,the farming of bones,The Farming of Bones
18989,96132,1.0,tinker tailor soldier spy,"Tinker, Tailor, Soldier, Spy",tinker tailor soldier spy,Tinker Tailor Soldier Spy
96228,96247,0.9298477488916911,barber of seville,Barber of Seville,the barber of seville,The Barber of Seville
96281,96376,0.9650108030614526,the deed of paksenarrion the deed of paksenarrion 1 3,"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3)",the deed of paksenarrion,The Deed of Paksenarrion
96293,96294,0.8965254889609781,everything you need to know about geography homework,Everything You Need To Know About Geography Homework,everything you need geography to know about geography homework,Everything You Need...geography To Know About Geography Homework
96325,96328,0.861343767904337,pocket companion to robbins and cotran pathologic basis of disease,Pocket Companion to Robbins and Cotran Pathologic Basis of Disease,pocket companion to robbins pathologic basis of disease,Pocket Companion to Robbins Pathologic Basis of Disease
8914,96404,1.0,the first world war,The First World War,the first world war,The First World War
96519,96523,1.0,party time,Party Time!,party time,Party Time
96605,96610,0.8564520728292381,national geographic the ultimate field guide to photography,National Geographic: The Ultimate Field Guide to Photography,national geographic the ultimate field guide to landscape photography,National Geographic: The Ultimate Field Guide to Landscape Photography
96630,96632,0.9709016233860829,the ancient secret of the flower of life volume 1,The Ancient Secret of the Flower of Life: Volume 1,the ancient secret of the flower of life volume 2,The Ancient Secret of the Flower of Life: Volume 2
96694,96701,0.9999999999999993,antoni gaudi,Antoni Gaudi,antoni gaudi,Antoni Gaudi.
96856,96859,0.853034910739314,the simpsons songbook piano vocal guitar,"The Simpsons Songbook: Piano, Vocal, Guitar",the simpsons songbook piano vocal chords,The Simpsons Songbook: Piano/Vocal/Chords
96909,96912,1.0,las flores del mal,Las flores del mal,las flores del mal,Las Flores del Mal
96931,96941,1.0,neandertal,Neandertal,neandertal,Néandertal
15430,96983,1.0,roc and a hard place xanth 19,Roc and a Hard Place (Xanth #19),roc and a hard place xanth 19,"Roc and a Hard Place (Xanth, #19)"
97046,97047,0.9761411742951641,essential peter parker the spectacular spider man vol 3,"Essential Peter Parker, the Spectacular Spider-Man, Vol. 3",essential peter parker the spectacular spider man vol 1,"Essential Peter Parker, the Spectacular Spider-Man, Vol. 1"
45182,97069,1.0,five children and it,Five Children and It,five children and it,Five Children and It
34519,97362,1.0,wings bromeliad trilogy 3,"Wings (Bromeliad Trilogy, #3)",wings bromeliad trilogy 3,"Wings (Bromeliad Trilogy, #3)"
