id,name,ratingdist1,pagesnumber,ratingdist4,ratingdisttotal,publishmonth,publishday,publisher,countsofreview,publishyear,language,authors,rating,ratingdist2,ratingdist5,isbn,ratingdist3,__title_norm__,removal_reason
86037,"The Eleanor Roosevelt Papers: The Human Rights Years, 1945-1948",1:1,1121,4:1,total:8,1,1,Gale Cengage,0,2007,,Eleanor Roosevelt,4.12,2:0,5:5,0684314754,3:1,the eleanor roosevelt papers the human rights years 1945 1948,duplicate_isbn; duplicate_title
86039,Myra Breckinridge/Myron,1:22,417,4:331,total:906,12,8,Random House,3,1986,en-US,Gore Vidal,3.71,2:76,5:216,0394553764,3:261,myra breckinridge myron,duplicate_title
86147,"Bright Lights, Big City",1:450,208,4:11067,total:27966,12,8,Vintage,1230,1984,eng,Jay McInerney,3.77,2:1903,5:6617,,3:7929,bright lights big city,duplicate_title
86173,Bait and Switch,1:3,400,4:44,total:95,6,7,Signet,17,2004,,Larry Brooks,3.72,2:4,5:17,0451212479,3:27,bait and switch,duplicate_title
86199,A Place in El Paso: A Mexican-American Childhood,1:0,212,4:0,total:0,1,3,University of New Mexico Press,0,1996,,Gloria Lopes-Stafford,0.0,2:0,5:0,0826316875,3:0,a place in el paso a mexican american childhood,duplicate_isbn; duplicate_title
86203,Paso Adelante,1:1,400,4:0,total:2,11,7,Cengage Learning,1,2006,,Sharon Ahern Fechter,3.0,2:0,5:1,0618253327,3:0,paso adelante,duplicate_isbn; duplicate_title
86199,A Place in El Paso: A Mexican-American Childhood,1:0,212,4:0,total:0,1,3,University of New Mexico Press,0,1996,,Gloria Lopes-Stafford,0.0,2:0,5:0,0826316875,3:0,a place in el paso a mexican american childhood,duplicate_isbn; duplicate_title
86203,Paso Adelante,1:1,400,4:0,total:2,11,7,Cengage Learning,1,2006,,Sharon Ahern Fechter,3.0,2:0,5:1,0618253327,3:0,paso adelante,duplicate_isbn; duplicate_title
86254,Amadis De Gaula 1,1:5,756,4:43,total:138,1,1,Espasa-Calpe SA,2,1991,spa,Garci Rodríguez de Montalvo,3.67,2:18,5:39,8423919196,3:33,amadis de gaula 1,duplicate_title
86306,Four Plays,1:0,184,4:2,total:4,1,1,Oberon Books,0,1998,,Marguerite Duras,3.5,2:0,5:0,1870259289,3:2,four plays,duplicate_title
86331,Toujours Provence,1:190,239,4:10122,total:26006,28,6,Penguin,2,2001,eng,Peter Mayle,4.02,2:878,5:8879,0140279342,3:5937,toujours provence,duplicate_title
86416,"The 5th Horseman (Women's Murder Club, #5)",1:314,432,4:24311,total:59782,17,4,Grand Central Publishing,104,2007,en-GB,James Patterson,4.06,2:1693,5:20729,0446699314,3:12735,the 5th horseman women s murder club 5,duplicate_title
86443,Bittersweet,1:51,368,4:625,total:1772,1,9,William Morrow Paperbacks,163,1999,eng,Nevada Barr,3.7,2:164,5:437,0380799502,3:495,bittersweet,duplicate_title
86503,Herland and the Yellow Wallpaper,1:5,186,4:190,total:515,1,1,Barnes & Noble,3,2006,,Charlotte Perkins Gilman,3.61,2:39,5:86,0760777667,3:195,herland and the yellow wallpaper,duplicate_title
86559,The Rubaiyat of Omar Khayyam,1:286,189,4:5228,total:17310,7,9,Doubleday,2,1946,,Omar Khayyám,4.18,2:724,5:8223,0385001460,3:2849,the rubaiyat of omar khayyam,duplicate_title
86560,Rubáiyát of Omar Khayyám,1:286,52,4:5228,total:17310,30,6,Dodo Press,199,2005,eng,Omar Khayyám,4.18,2:724,5:8223,1905432453,3:2849,rubaiyat of omar khayyam,duplicate_title
86563,The Rubaiyat of Omar Khayyam Explained,1:5,354,4:90,total:318,1,10,Crystal Clarity Publishers,6,1994,eng,Paramahansa Yogananda,4.27,2:11,5:168,1565896750,3:44,the rubaiyat of omar khayyam explained,duplicate_title
86566,The Travels of Marco Polo,1:135,488,4:1511,total:4721,23,12,Routledge,0,2004,,Marco Polo,3.58,2:472,5:980,0415344875,3:1623,the travels of marco polo,duplicate_title
86590,High Fidelity,1:1923,192,4:70555,total:168778,1,1,Filmfour,0,2000,,Nick Hornby,3.94,2:7998,5:49715,0752219197,3:38587,high fidelity,duplicate_title
86612,"The Cat Who Went Underground (Cat Who..., #9)",1:24,257,4:2308,total:6030,14,8,Headline,1,1997,en-US,Lilian Jackson Braun,3.89,2:190,5:1659,0747250391,3:1849,the cat who went underground cat who 9,duplicate_title
86662,"To the Nines (Stephanie Plum, #9)",1:291,320,4:40220,total:103844,14,6,St Martins Press,149,2004,eng,Janet Evanovich,4.17,2:2004,5:41856,0312991460,3:19473,to the nines stephanie plum 9,duplicate_title
86666,World War Z: An Oral History of the Zombie War,1:9438,342,4:146072,total:418291,16,10,Broadway Books,1017,2007,eng,Max Brooks,4.01,2:23905,5:159724,0307346617,3:79152,world war z an oral history of the zombie war,duplicate_title
86717,Brightness Falls,1:52,0,4:1165,total:3055,31,3,Vintage,0,1993,,Jay McInerney,3.75,2:208,5:712,0679745475,3:918,brightness falls,duplicate_title
86723,The Wishbones,1:37,290,4:960,total:2599,5,5,Putnam Adult,25,1997,,Tom Perrotta,3.5,2:269,5:336,0399142673,3:997,the wishbones,duplicate_title
86724,Election,1:54,200,4:3410,total:7315,9,3,Putnam Adult,67,1998,,Tom Perrotta,3.86,2:281,5:1647,0399143661,3:1923,election,duplicate_title
86725,Bad Haircut: Stories of the Seventies,1:25,228,4:713,total:1842,1,10,Berkley,11,1995,,Tom Perrotta,3.71,2:120,5:379,0425149420,3:605,bad haircut stories of the seventies,duplicate_title
86744,Twentieth Century Russia,1:1,544,4:5,total:26,26,11,Westview Press,1,1999,,Donald W. Treadgold,3.08,2:5,5:2,0813336724,3:13,twentieth century russia,duplicate_title
86756,The Gambler,1:373,192,4:21389,total:49973,17,5,W. W. Norton  Company,11,1997,eng,Fyodor Dostoyevsky,3.89,2:2208,5:13043,0393316491,3:12960,the gambler,duplicate_title
86820,My Ántonia,1:3959,222,4:41492,total:116729,1,8,Barnes  Noble Classics,147,2005,eng,Willa Cather,3.79,2:9288,5:34015,1593082029,3:27975,my antonia,duplicate_title
86822,My Antonia,1:3959,272,4:41492,total:116729,1,8,Barnes  Noble Classics,5,2005,,Willa Cather,3.79,2:9288,5:34015,1593081847,3:27975,my antonia,duplicate_title
86824,Time Out Film Guide 2006,1:0,1800,4:8,total:21,6,10,Time Out,2,2005,,Time Out Guides,4.33,2:0,5:10,1904978487,3:3,time out film guide 2006,duplicate_title
86825,Time Out Film Guide 2005,1:0,1740,4:4,total:6,7,10,Time Out,2,2004,,Time Out Guides,4.33,2:0,5:2,1904978215,3:0,time out film guide 2005,duplicate_title
86891,"Faust, Part 1",1:1052,240,4:19422,total:56491,28,7,Penguin Classics,28,2005,en-US,Johann Wolfgang von Goethe,3.93,2:3711,5:19520,0140449019,3:12786,faust part 1,duplicate_title
86917,The Jungle,1:4117,416,4:45563,total:126233,12,3,Modern Library,52,2002,eng,Upton Sinclair,3.74,2:10407,5:33334,0375759506,3:32812,the jungle,duplicate_title
86926,The Selected Writings,1:2,637,4:12,total:41,20,6,Columbia University Press,8,2006,,Eqbal Ahmad,4.39,2:1,5:25,0231127111,3:1,the selected writings,duplicate_title
86998,International Economics,1:0,563,4:0,total:0,16,8,Globe Academic Press,0,2004,,Parviz Asheghian,0.0,2:0,5:0,0974207918,3:0,international economics,duplicate_title
87066,"John Maynard Keynes: Volume 3: Fighting for Freedom, 1937-1946",1:0,608,4:17,total:46,26,11,Penguin Books,4,2002,eng,Robert Skidelsky,4.2,2:0,5:19,0142001678,3:10,john maynard keynes volume 3 fighting for freedom 1937 1946,duplicate_title
87099,Shadow: Five Presidents and the Legacy of Watergate,1:11,592,4:504,total:1208,18,6,Simon & Schuster (NYC),9,1999,eng,Bob Woodward,3.72,2:74,5:231,0684852624,3:388,shadow five presidents and the legacy of watergate,duplicate_title
87164,Consensus in Theology?: A Dialogue with Hans Kung and Edward Schillebeeckx,1:0,180,4:0,total:1,1,4,Westminster John Knox Press,0,1980,,Leonard J. Swidler,5.0,2:0,5:1,0664213790,3:0,consensus in theology a dialogue with hans kung and edward schillebeeckx,duplicate_title
87176,"Eternal Life?: Life After Death as a Medical, Philosophical, and Theological Problem",1:1,288,4:18,total:45,7,4,Wipf & Stock Publishers,0,2003,,Hans Küng,3.71,2:4,5:10,1592442099,3:12,eternal life life after death as a medical philosophical and theological problem,duplicate_title
87204,La tabla de Flandes,1:307,418,4:6953,total:17697,2,1,Círculo de lectores,4,1994,spa,Arturo Pérez-Reverte,3.79,2:1312,5:4515,8422649241,3:4610,la tabla de flandes,duplicate_title
87226,Crash,1:321,176,4:4069,total:11555,11,5,Laurel Leaf,1262,2004,eng,Jerry Spinelli,3.79,2:812,5:3234,0440238579,3:3119,crash,duplicate_title
87244,El club Dumas,1:656,452,4:12779,total:33004,2,1,"Círculo de Lectores, S.A.",2,1994,spa,Arturo Pérez-Reverte,3.81,2:2361,5:8873,842264892x,3:8335,el club dumas,duplicate_title
87246,Siddhartha,1:12768,144,4:180944,total:549169,17,10,Shambhala,2,2000,,Hermann Hesse,4.02,2:31505,5:219287,1570628033,3:104665,siddhartha,duplicate_title
87271,Alice's Adventures in Wonderland,1:5320,140,4:67925,total:216716,1,9,LRS (Library Reproduction Service),1,1997,,Lewis Carroll,4.02,2:12367,5:88172,1581180101,3:42932,alice s adventures in wonderland,duplicate_title
87347,Plays: Ivanov / The Seagull / Uncle Vanya / Three Sisters / The Cherry Orchard,1:73,359,4:1942,total:5738,25,7,Penguin Classics,23,2002,eng,Anton Chekhov,4.18,2:219,5:2602,0140447334,3:902,plays ivanov the seagull uncle vanya three sisters the cherry orchard,duplicate_title
87444,Isaiah Berlin: A Life,1:2,384,4:131,total:282,6,1,Vintage,21,2000,eng,Michael Ignatieff,4.19,2:6,5:107,0099577313,3:36,isaiah berlin a life,duplicate_title
87493,"Alfred's Basic Adult Piano Course Lesson Book, Bk 2",1:0,95,4:18,total:62,1,6,Alfred Music,2,1984,,Willard A. Palmer,4.13,2:6,5:29,0882846345,3:9,alfred s basic adult piano course lesson book bk 2,duplicate_title
87495,"Alfred's Basic Piano Library Lesson Book, Bk 1b",1:3,48,4:14,total:57,1,8,Alfred Music,0,1981,,Willard A. Palmer,4.07,2:5,5:29,0882847899,3:6,alfred s basic piano library lesson book bk 1b,duplicate_title
87497,"Alfred's Basic Piano Library Lesson Book, Bk 2",1:4,48,4:10,total:42,1,12,Alfred Music,1,1981,,Willard A. Palmer,3.9,2:0,5:18,0882848127,3:10,alfred s basic piano library lesson book bk 2,duplicate_title
87499,"Alfred's Basic Adult Piano Course Lesson Book, Bk 3",1:0,96,4:12,total:33,1,7,Alfred Music,0,1987,,Willard A. Palmer,4.12,2:1,5:13,0882846361,3:7,alfred s basic adult piano course lesson book bk 3,duplicate_title
87502,Abandonment To Divine Providence,1:40,404,4:542,total:2191,17,6,Kessinger Publishing,0,2004,,Jean-Pierre de Caussade,4.38,2:61,5:1307,1419104411,3:241,abandonment to divine providence,duplicate_title
87512,The Wise Men of Helm and Their Merry Tales,1:0,136,4:12,total:35,1,10,Behrman House Publishing,2,1996,,Solomon Simon,4.11,2:1,5:14,0874414695,3:8,the wise men of helm and their merry tales,duplicate_title
87532,The Confession,1:8,384,4:61,total:211,19,9,William Morrow,26,2006,,James E. McGreevey,3.37,2:27,5:30,0060898623,3:85,the confession,duplicate_title
87539,The Peloponnesian War,1:39,511,4:1716,total:4334,27,4,Penguin Books,142,2004,eng,Donald Kagan,4.12,2:145,5:1684,0142004375,3:750,the peloponnesian war,duplicate_title
87552,Alfred Hitchcock,1:0,125,4:3,total:7,1,8,Routledge,1,2005,,Nicholas Haeffner,3.71,2:0,5:1,0582437385,3:3,alfred hitchcock,duplicate_title
87566,State of Siege,1:0,0,4:2,total:9,12,4,Ballantine Books,1,1973,,Franco Solinas,4.0,2:1,5:4,0345234340,3:2,state of siege,duplicate_title
87572,The Films of Alfred Hitchcock,1:0,176,4:13,total:27,5,6,Cambridge University Press,1,1993,,David Sterritt,3.81,2:1,5:5,0521398142,3:8,the films of alfred hitchcock,duplicate_title
87621,Confessions,1:1485,345,4:13501,total:43505,1,9,"Hackett Publishing Company, Inc.",21,2006,eng,Augustine of Hippo,3.93,2:3055,5:16396,0872208168,3:9068,confessions,duplicate_title
87635,Confessions of an English Opium Eater,1:387,352,4:2263,total:8041,27,3,Penguin Classics,344,2003,eng,Thomas de Quincey,3.31,2:1302,5:1161,,3:2928,confessions of an english opium eater,duplicate_title
87641,On the Social Contract,1:772,112,4:12704,total:34575,13,2,Dover Publications,10,2003,eng,Jean-Jacques Rousseau,3.77,2:2521,5:8966,0486426920,3:9612,on the social contract,duplicate_title
87659,Economics,1:4,829,4:20,total:54,20,12,W. W. Norton & Company,3,2002,,Joseph E. Stiglitz,3.94,2:1,5:20,0393975185,3:9,economics,duplicate_title
87679,Who's Afraid of Virginia Woolf?,1:976,100,4:19570,total:58397,1,12,Dramatists Play Service,19,2011,eng,Edward Albee,4.08,2:2796,5:24204,0822212498,3:10851,who s afraid of virginia woolf,duplicate_title
87723,"The Forsyte Saga, V1",1:277,676,4:6010,total:17911,1,4,IndyPublish.com,0,2003,,John Galsworthy,4.16,2:648,5:8000,1404350578,3:2976,the forsyte saga v1,duplicate_title
87731,Henry James: Daisy Miller *  Washington Square * The Portrait of a Lady * The Bostonians * The Aspern Papers,1:0,896,4:6,total:18,1,8,Chancellor Press,0,2004,,Henry James,3.5,2:1,5:2,1402718888,3:9,henry james daisy miller washington square the portrait of a lady the bostonians the aspern papers,duplicate_title
87736,Henry James's Daisy Miller and the Turn of the Screw,1:0,221,4:1,total:2,1,11,Modern Language Association of America,0,2005,,Kimberly C. Reed,4.5,2:0,5:1,0873529219,3:0,henry james s daisy miller and the turn of the screw,duplicate_title
87750,Choke,1:5142,304,4:68241,total:182483,22,5,DoubleDay,40,2001,eng,Chuck Palahniuk,3.7,2:15401,5:42223,0385501560,3:51476,choke,duplicate_title
87753,Olivia Joules And The Overactive Imagination,1:1081,344,4:2931,total:12506,7,11,Picador,20,2003,en-GB,Helen Fielding,3.12,2:2459,5:1597,0330432737,3:4438,olivia joules and the overactive imagination,duplicate_title
87763,Dracula,1:16520,622,4:312028,total:888022,9,2,Palgrave MacMillan,0,2002,,Bram Stoker,3.99,2:46023,5:325066,0312237103,3:188385,dracula,duplicate_title
87779,Harper Lee's To Kill a Mockingbird,1:34,96,4:773,total:3168,1,6,Dramatic Publishing Company,7,1960,eng,Christopher Sergel,4.45,2:68,5:1982,0871290863,3:311,harper lee s to kill a mockingbird,duplicate_title
87794,Emily Brontë: Wuthering Heights,1:0,160,4:3,total:5,22,6,Cambridge University Press,1,1989,,U.C. Knoepflmacher,3.8,2:1,5:1,0521312442,3:0,emily bronte wuthering heights,duplicate_title
87798,Wuthering Heights,1:56937,335,4:391895,total:1275195,1,1,Penguin Books,114,1996,eng,Emily Brontë,3.85,2:102963,5:456212,0140434186,3:267188,wuthering heights,duplicate_title
87808,The Picture of Dorian Gray,1:13499,48,4:328850,total:905601,10,12,Penguin,2,1998,eng,Oscar Wilde,4.08,2:39664,5:356903,0582402492,3:166685,the picture of dorian gray,duplicate_title
87824,The Histories,1:1173,848,4:12565,total:38480,7,5,"Oxford University Press, USA",5,1998,eng,Herodotus,3.98,2:2073,5:14725,0192126091,3:7944,the histories,duplicate_title
87856,Nobody's Perfect,1:10,192,4:26,total:98,1,7,Pearlsong Press,8,2004,,Pat Ballard,3.5,2:9,5:26,0971324794,3:27,nobody s perfect,duplicate_title
87950,Bleachers,1:1334,163,4:10618,total:35431,9,9,Doubleday Books,104,2003,eng,John Grisham,3.48,2:4471,5:6733,0385511612,3:12275,bleachers,duplicate_title
87955,"1st to Die (Women's Murder Club, #1)",1:5345,462,4:97716,total:286178,1,2,Grand Central Publishing,166,2002,eng,James Patterson,4.08,2:11628,5:116524,0446610038,3:54965,1st to die women s murder club 1,duplicate_title
87957,Skipping Christmas,1:2125,177,4:16717,total:55912,6,11,DoubleDay,444,2001,eng,John Grisham,3.49,2:6975,5:11071,0385505833,3:19024,skipping christmas,duplicate_title
87958,Dark Paradise,1:108,517,4:3286,total:9044,1,3,Bantam,206,1994,eng,Tami Hoag,3.99,2:376,5:3128,0553561618,3:2146,dark paradise,duplicate_title
87959,Still Waters,1:92,430,4:2289,total:6187,1,10,Bantam,30,1992,en-US,Tami Hoag,3.85,2:357,5:1743,0553292722,3:1706,still waters,duplicate_title
87961,The Client,1:3055,566,4:149419,total:379450,1,6,Dell,70,2003,eng,John Grisham,4.01,2:13683,5:126233,0440213525,3:87060,the client,duplicate_title
87962,The Chamber,1:1881,676,4:43373,total:119712,1,4,Dell Publishing Company,40,1995,en-US,John Grisham,3.79,2:7642,5:31366,,3:35450,the chamber,duplicate_title
87963,The Brethren,1:1389,440,4:30028,total:82975,26,12,Island,72,2000,,John Grisham,3.73,2:5754,5:19447,0440236673,3:26357,the brethren,duplicate_title
87964,The Street Lawyer,1:1184,449,4:37250,total:98985,1,2,Dell,94,2000,,John Grisham,3.83,2:5622,5:26686,0440225701,3:28243,the street lawyer,duplicate_title
87966,"Ashes to Ashes (Kovac and Liska, #1)",1:560,566,4:21583,total:56394,27,6,Bantam,25,2000,eng,Tami Hoag,4.05,2:1780,5:20267,0553579606,3:12204,ashes to ashes kovac and liska 1,duplicate_title
87973,"The Secret of the Caves (Hardy Boys, #7)",1:37,228,4:1503,total:4712,1,10,Applewood Books,3,1998,,Franklin W. Dixon,3.88,2:240,5:1469,1557091501,3:1463,the secret of the caves hardy boys 7,duplicate_title
87976,"The Tower Treasure (The Hardy Boys, #1)",1:184,214,4:4433,total:13990,1,10,Applewood Books,532,1991,eng,Franklin W. Dixon,3.91,2:732,5:4698,1557091447,3:3943,the tower treasure the hardy boys 1,duplicate_title
87977,"While the Clock Ticked (Hardy Boys, #11)",1:42,212,4:1284,total:4166,1,10,Applewood Books,0,2000,,Franklin W. Dixon,3.93,2:200,5:1436,1557092699,3:1204,while the clock ticked hardy boys 11,duplicate_title
87979,"What Happened at Midnight (Hardy Boys, #10)",1:26,228,4:1036,total:3220,1,4,Applewood Books,1,2000,,Franklin W. Dixon,3.85,2:151,5:957,1557092680,3:1050,what happened at midnight hardy boys 10,duplicate_title
87980,"The Mark on the Door (Hardy Boys, #13)",1:21,228,4:757,total:2380,1,12,Applewood Books,0,2001,,Franklin W. Dixon,3.78,2:130,5:640,1557092710,3:832,the mark on the door hardy boys 13,duplicate_title
87981,"The Disappearing Floor (Hardy Boys, #19)",1:28,228,4:925,total:2960,1,12,Applewood Books,1,2006,,Franklin W. Dixon,3.86,2:157,5:919,1557092877,3:931,the disappearing floor hardy boys 19,duplicate_title
87992,Lucky Girls,1:29,256,4:397,total:1156,1,4,Picador,90,2005,en-GB,Nell Freudenberger,3.43,2:167,5:163,0330493418,3:400,lucky girls,duplicate_title
87996,Serpent (NUMA Files #1),1:110,470,4:3860,total:9684,1,5,Pocket Books,17,2000,eng,Clive Cussler,3.92,2:402,5:2857,0671026682,3:2455,serpent numa files 1,duplicate_title
88007,The Wind from Hastings,1:8,183,4:169,total:453,1,11,Buccaneer Books,17,2000,eng,Morgan Llywelyn,3.85,2:20,5:125,1568496133,3:131,the wind from hastings,duplicate_title
88039,Cathedral,1:269,227,4:9318,total:26549,12,8,Vintage,7,1984,eng,Raymond Carver,4.28,2:717,5:12972,0394712811,3:3273,cathedral,duplicate_title
88043,Mother,1:254,285,4:4400,total:11707,31,8,Echo Library,351,2006,eng,Maxim Gorky,3.93,2:693,5:3855,1406833266,3:2505,mother,duplicate_title
88074,Uncle John's Presents Book of the Dumb 2,1:9,320,4:9,total:57,11,11,Portable Press,4,2004,en-GB,John Scalzi,3.44,2:4,5:19,1592232698,3:16,uncle john s presents book of the dumb 2,duplicate_title
88110,Salman Rushdie,1:2,137,4:1,total:6,1,3,St. Martin's Press,0,1997,,Catherine Cundy,2.5,2:0,5:0,,3:3,salman rushdie,duplicate_title
88160,Autobiography,1:3,320,4:90,total:237,16,9,Nan A. Talese,16,2003,,Helmut Newton,4.14,2:7,5:96,0385508077,3:41,autobiography,duplicate_title
88167,Helmut Newton,1:2,144,4:43,total:94,17,1,Thames  Hudson,1,2007,en-GB,Karl Lagerfeld,4.05,2:6,5:33,0500410690,3:10,helmut newton,duplicate_title
88172,"After Empire: Scott, Naipaul, Rushdie",1:0,218,4:2,total:3,2,3,University Of Chicago Press,0,1997,,Michael Gorra,3.67,2:0,5:0,0226304744,3:1,after empire scott naipaul rushdie,duplicate_title
88179,Fairy Tales,1:846,437,4:37734,total:119045,30,11,Penguin Classics Deluxe Edition,55,2006,eng,Hans Christian Andersen,4.28,2:2716,5:59737,0143039520,3:18012,fairy tales,duplicate_title
88188,"Philip Pullman, Master Storyteller: A Guide to the Worlds of His Dark Materials",1:0,256,4:8,total:21,20,10,Bloomsbury Academic,0,2006,,Claire Squires,3.5700000000000003,2:4,5:4,0826427642,3:5,philip pullman master storyteller a guide to the worlds of his dark materials,duplicate_title
88189,The Firework-Maker's Daughter,1:41,97,4:1282,total:3288,1,10,Arthur A. Levine Books,3,1999,eng,Philip Pullman,3.72,2:212,5:695,0590187198,3:1058,the firework maker s daughter,duplicate_title
88198,Count Karlstein,1:40,244,4:698,total:2106,6,11,Corgi Childrens,12,2003,eng,Philip Pullman,3.5,2:218,5:323,0552548855,3:827,count karlstein,duplicate_title
88244,One Flew over the Cuckoo's Nest,1:6949,272,4:224402,total:608126,1,2,Signet,3,1963,,Ken Kesey,4.2,2:18689,5:267888,0451078357,3:90198,one flew over the cuckoo s nest,duplicate_title
88317,Eden,1:41,262,4:1720,total:4262,1,9,Houghton Mifflin Harcourt P,3,1989,,Stanisław Lem,3.91,2:227,5:1240,0151275807,3:1034,eden,duplicate_title
88329,Waiting for God,1:21,192,4:458,total:1384,26,12,Harpperenm,81,2000,eng,Simone Weil,4.14,2:66,5:615,0060959703,3:224,waiting for god,duplicate_title
88369,Skin Deep,1:4,290,4:134,total:342,1,3,Bella Books,16,2007,eng,Kenna White,3.97,2:11,5:109,1594930783,3:84,skin deep,duplicate_title
88414,"Selected Letters, 1940-1977",1:0,624,4:41,total:94,29,10,Harvest Books,3,1990,,Vladimir Nabokov,4.22,2:2,5:38,0156936100,3:13,selected letters 1940 1977,duplicate_title
88418,Lolita,1:25183,398,4:205729,total:635964,1,10,Kniga,2,2001,rus,Vladimir Nabokov,3.89,2:44972,5:228058,5751601297,3:132022,lolita,duplicate_title
88464,Chocolate,1:0,158,4:10,total:37,1,1,Whitecap Books,2,2010,,Trish Deseine,4.35,2:0,5:20,1552858332,3:7,chocolate,duplicate_title
88501,Oblomov,1:596,668,4:9312,total:28064,1,11,Livre de Poche,2,2008,,Ivan Goncharov,4.06,2:1542,5:11621,,3:4993,oblomov,duplicate_title
88811,Gulliver's Travels,1:7002,6,4:73504,total:223839,1,5,Penguin Audiobooks,3,1997,,Jonathan Swift,3.5700000000000003,2:23106,5:45526,0140862722,3:74701,gulliver s travels,duplicate_title
88867,Empire,1:24,496,4:888,total:1973,1,8,Vintage,96,2000,eng,Gore Vidal,3.85,2:84,5:456,037570874X,3:521,empire,duplicate_title
88870,"Washington, D.C.",1:21,432,4:631,total:1550,1,8,Vintage,76,2000,eng,Gore Vidal,3.71,2:100,5:305,0375708774,3:493,washington d c,duplicate_title
88891,Point to Point Navigation,1:15,131,4:297,total:751,7,11,Recorded Books,3,2006,en-US,Gore Vidal,3.71,2:61,5:162,1428112979,3:216,point to point navigation,duplicate_title
88903,The Fiction of Gore Vidal and E.L. Doctorow,1:0,304,4:0,total:0,1,1,Peter Lang Publishing,0,2002,,Stephen Harris,0.0,2:0,5:0,0820458554,3:0,the fiction of gore vidal and e l doctorow,duplicate_title
88987,Fanny.,1:37,504,4:376,total:1137,1,1,"Fischer (Tb.), Frankfurt",0,1993,,Erica Jong,3.78,2:94,5:341,3596280451,3:289,fanny,duplicate_title
88990,Jane Eyre,1:41508,461,4:480070,total:1553399,1,7,Turtleback Books,4,1997,,Charlotte Brontë,4.12,2:74261,5:709924,141773907X,3:247636,jane eyre,duplicate_title
89020,The Woman In Black,1:0,250,4:1,total:8,24,11,Harlequin Intrigue,3,1997,,Jenna Ryan,3.88,2:0,5:3,0373224508,3:4,the woman in black,duplicate_title
89024,Comfort Me With Apples,1:1,96,4:0,total:5,1,9,Oberon Books,1,2006,,Nell Leyshon,2.8,2:1,5:1,1840026332,3:2,comfort me with apples,duplicate_title
89025,Comfort Me with Apples,1:0,128,4:6,total:10,1,1,LPC Group,0,1996,,Joe Fiorito,4.2,2:0,5:3,0921833350,3:1,comfort me with apples,duplicate_title
89048,Imaginary Friends,1:3,293,4:133,total:310,1,2,Owl Publishing Company,21,1998,eng,Alison Lurie,3.66,2:25,5:52,0805051805,3:97,imaginary friends,duplicate_title
89071,The Good Soldier,1:830,239,4:7323,total:21995,26,9,Everyman,8,1991,eng,Ford Madox Ford,3.71,2:2059,5:6060,1857150201,3:5723,the good soldier,duplicate_title
89207,Selected Stories,1:0,144,4:6,total:12,1,4,Birlinn Ltd,2,2001,,James Kelman,4.33,2:0,5:5,1841951595,3:1,selected stories,duplicate_title
89220,The Complete Poems,1:163,195,4:2823,total:8617,22,10,Oxford University Press,101,1998,eng,Catullus,4.1,2:437,5:3712,0192835874,3:1482,the complete poems,duplicate_title
89299,Personal Recollections of Joan of Arc,1:107,626,4:2024,total:5868,5,12,"Oxford University Press, USA",2,1996,eng,Mark Twain,4.07,2:263,5:2371,0195101456,3:1103,personal recollections of joan of arc,duplicate_title
89304,Personal Recollections of Joan of Arc (Complete),1:107,248,4:2024,total:5868,1,11,Echo Library,0,2006,,Mark Twain,4.07,2:263,5:2371,1406812994,3:1103,personal recollections of joan of arc complete,duplicate_title
89305,Writings,1:2,1108,4:45,total:164,15,10,Library of America,11,2001,,Alexander Hamilton,4.33,2:3,5:90,1931082049,3:24,writings,duplicate_title
89306,"Alexander Hamilton, American",1:24,256,4:325,total:912,12,4,Simon  Schuster,70,2000,,Richard Brookhiser,3.68,2:76,5:209,0684863316,3:278,alexander hamilton american,duplicate_title
89312,The Curious Incident of the Dog in the Night-time,1:25870,226,4:439978,total:1140929,1,1,Vintage,203,2004,eng,Mark Haddon,3.88,2:69299,5:342215,0965750892,3:263567,the curious incident of the dog in the night time,duplicate_title
89338,Hamlet,1:12746,128,4:234684,total:698155,24,9,Dover Publications,88,1992,eng,William Shakespeare,4.02,2:38186,5:270572,0486272788,3:141967,hamlet,duplicate_title
89395,Resistance,1:131,284,4:3330,total:8052,1,4,Little Brown and Company,519,2006,,Anita Shreve,3.76,2:502,5:1786,0316166588,3:2303,resistance,duplicate_title
89448,A History of Christianity,1:15,576,4:319,total:815,1,8,Touchstone,55,1979,,Paul  Johnson,3.91,2:42,5:249,0684815036,3:190,a history of christianity,duplicate_title
89476,Frankenstein,1:34681,166,4:381089,total:1110135,21,10,Dover Publications,401,1994,eng,Mary Wollstonecraft Shelley,3.8,2:86421,5:330687,,3:277257,frankenstein,duplicate_title
89482,The Modern Middle East: A History,1:13,357,4:247,total:570,5,8,"Oxford University Press, USA",25,2004,,James L. Gelvin,3.85,2:22,5:144,0195167899,3:144,the modern middle east a history,duplicate_title
89518,Public and Private Families,1:0,120,4:1,total:1,28,12,Cram101,0,2006,,Cram101 Textbook Reviews,4.0,2:0,5:0,1428815236,3:0,public and private families,duplicate_title
89567,Superfudge (Fudge),1:785,8,4:20163,total:59031,29,2,Listening Library,19,2000,,Judy Blume,3.99,2:2528,5:21331,0807273813,3:14224,superfudge fudge,duplicate_title
